HitRate@10,Precision@10,Recall@10,NDCG@10,MRR@10,MAP@10,Coverage@10,UsersWithRecs,UsersEvaluated,Personalization@10,w_Popular,w_SVD,w_ContextTFIDF
0.02336804673609347,0.002336804673609347,0.02336804673609347,0.009805687050026988,0.0058507807491805465,0.0058507807491805465,0.4743767313019391,3937,3937,0.843606088694749,0.1,0.7000000000000001,0.2
0.021844043688087376,0.002184404368808738,0.021844043688087376,0.009519730819342001,0.0058460434381186225,0.0058460434381186225,0.47714681440443213,3937,3937,0.7381013612440491,0.4,0.30000000000000004,0.30000000000000004
0.02336804673609347,0.002336804673609347,0.02336804673609347,0.009331032620139578,0.005127786446049082,0.005127786446049082,0.49653739612188363,3937,3937,0.5898102441129672,0.7000000000000001,0.0,0.30000000000000004
0.021336042672085345,0.0021336042672085347,0.021336042672085345,0.00924335166283047,0.00554920554285553,0.00554920554285553,0.47714681440443213,3937,3937,0.7015811884030675,0.5,0.2,0.30000000000000004
0.022098044196088393,0.002209804419608839,0.022098044196088393,0.009168347170746985,0.00545405614620753,0.00545405614620753,0.4979224376731302,3937,3937,0.8559632885539684,0.0,0.9,0.1
0.021336042672085345,0.0021336042672085347,0.021336042672085345,0.009092991845069287,0.005533481701884038,0.005533481701884038,0.44113573407202217,3937,3937,0.7631495273103692,0.2,0.6000000000000001,0.2
0.021844043688087376,0.002184404368808738,0.021844043688087376,0.008925149051484902,0.005015905269905778,0.005015905269905778,0.49930747922437674,3937,3937,0.6183850296166693,0.6000000000000001,0.1,0.30000000000000004
0.02032004064008128,0.002032004064008128,0.02032004064008128,0.00858226196746633,0.005207413589430353,0.005207413589430353,0.41481994459833793,3937,3937,0.7877169350355723,0.1,0.8,0.1
0.019812039624079247,0.001981203962407925,0.019812039624079247,0.008416870166737696,0.005128693590720514,0.005128693590720514,0.4293628808864266,3937,3937,0.7259639964156366,0.30000000000000004,0.5,0.2
0.021082042164084328,0.002108204216408433,0.021082042164084328,0.008094464101451726,0.00427769109506473,0.00427769109506473,0.45637119113573404,3937,3937,0.501254166007673,0.8,0.0,0.2
